89	浦山ダム	1.0 	荒川ダム総合管理所	"9:00～17:00（土・日・祝日を含む、年末年始除く）
土日祝日は管理所玄関のインターホンを押してください。"		埼玉県秩父市荒川久那4041	http://www.water.go.jp/kanto/arakawa/index.html
90	滝沢ダム	1.2 	滝沢ダム管理所	"9:00～17:00（土・日・祝日を含む、年末年始除く）
土日祝日は管理所玄関のインターホンを押してください。"		埼玉県秩父市大滝3021	http://www.water.go.jp/kanto/arakawa/index.html
91	有間ダム	1.0 	有間ダム管理所	"9:00～16:00
（土・日・祝祭日および年末年始を除く）"		埼玉県飯能市大字下名栗１８３０－４	http://www.pref.saitama.lg.jp/site/hannokendo-damu-arima/
92	合角ダム	1.0 	合角ダム管理所	"9:00～16:00
（土・日・祝祭日を含む）"		埼玉県秩父市上吉田４８５０－１	http://www.pref.saitama.lg.jp/site/k-dam/
93	権現堂調節池	1.0 	権現堂調節池管理所	"9:30～16:30
（土、日、祝祭日および年末年始を除く）"		埼玉県幸手市大字権現堂１０１４	http://www.pref.saitama.lg.jp/page/gongendoukanri.html
94	利根川河口堰	1.0 	利根川河口堰管理所	"8:30～17:00
（土・日・祝日を含む）
土日祝日は、管理所の門の脇にあるインターホンを押してください。"	千葉県	千葉県香取郡東庄町新宿２２７６	http://www.water.go.jp/kanto/tonekako/
95	矢那川ダム	1.0 	君津土木事務所維持課	"８：３０～１７：１５
（土・日・祝日および年末年始を除く）"		千葉県木更津市貝渕３－１３－３４	http://www.pref.chiba.lg.jp/cs-kimitsu/
96	亀山ダム	1.2 	千葉県亀山・片倉ダム管理事務所	"8:30～17:15
（土・日・祝日および年末年始を除く）"		千葉県君津市豊田３３	http://www.pref.chiba.lg.jp/d-kameyama/index.html
97	片倉ダム	1.2 					
98	高滝ダム	1.0 	千葉県高滝ダム管理事務所	"8:30～17:15
（土・日・祝日および年末年始を除く）"		千葉県市原市養老４６８	http://www.pref.chiba.lg.jp/d-takataki/index.html
			高滝ダム記念館	"9:00～17:00
（月（月曜が祝日の場合は翌日）と年末年始を除く）"		千葉県市原市養老４６７	http://www.kanko.chuo.chiba.jp/kanko/1084/
